DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2004,0.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.2,1.3,2485.3,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta demografía y de salud materna e infantil  ENDEMAIN 2004  Informe final.  Quito  Ecuador  CEPAR  2005,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2006,0.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.2,0.8,691418.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta de Condiciones De Vida  Ecuador 2005-2006  V Ronda,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2012,0.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.3,0.9,780110.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta Nacional de Salud y Nutrición (ENSANUT-ECU) 2011-2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2014,0.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.3,0.9,723537.2,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Informe de Resultados Encuesta de Condiciones de Vida (ECV) 2013-2014  Instituto Nacional de Estadística Y Censos  2015,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2019,0.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.7,1.2,743155.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta Nacional de Salud y Nutrición Ecuador  (ENSANUT-ECU) 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,1999,0.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.2,1.0,699020.6,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Equidad desde el principio - situacion nutricional de los niños ecuatorianos. Encuesta de condiciones de vida  1998. Organizacion Panamericana de la Salud y Ministerio de Salud Publica  Ecuador. Washington  D.C.  OPS  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2004,0.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.6,1.1,2729.9,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta demografía y de salud materna e infantil  ENDEMAIN 2004  Informe final.  Quito  Ecuador  CEPAR  2005,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2006,0.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.3,1.0,741280.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta de Condiciones De Vida  Ecuador 2005-2006  V Ronda,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2012,0.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.5,1.4,808529.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta Nacional de Salud y Nutrición (ENSANUT-ECU) 2011-2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2014,0.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.4,1.0,784247.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Informe de Resultados Encuesta de Condiciones de Vida (ECV) 2013-2014  Instituto Nacional de Estadística Y Censos  2015,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2019,1.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.4,2.3,789951.1,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta Nacional de Salud y Nutrición Ecuador  (ENSANUT-ECU) 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,1999,0.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.2,0.9,1354812.1,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Equidad desde el principio - situacion nutricional de los niños ecuatorianos. Encuesta de condiciones de vida  1998. Organizacion Panamericana de la Salud y Ministerio de Salud Publica  Ecuador. Washington  D.C.  OPS  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2004,0.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.4,1.0,5215.2,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta demografía y de salud materna e infantil  ENDEMAIN 2004  Informe final.  Quito  Ecuador  CEPAR  2005,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2006,0.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.3,0.7,1432699.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta de Condiciones De Vida  Ecuador 2005-2006  V Ronda,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2012,0.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.5,1.0,1588640.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta Nacional de Salud y Nutrición (ENSANUT-ECU) 2011-2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2014,0.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.4,0.8,1507784.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Informe de Resultados Encuesta de Condiciones de Vida (ECV) 2013-2014  Instituto Nacional de Estadística Y Censos  2015,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ECU: Ecuador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2019,1.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.1,1.6,1533106.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta Nacional de Salud y Nutrición Ecuador  (ENSANUT-ECU) 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1999-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,1991,1.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.1,2.4,1706.0,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egyptian maternal and child health survey (EMCHS). PAPCHILD Surveys. Agency for Public Mobilisation and Statistics. Cairo  Arab Republic of Egypt  1992,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,1992,1.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.2,2.2,3591.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 1992. Demographic and Health Surveys. Cairo  Egypt  1993,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,1995,1.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.5,2.4,4790.2,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 1995. Demographic and Health Surveys. National Population Council. Cairo  Egypt  1996,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2003,1.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.3,2.6,2808.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,2003 Egypt interim demographic and health survey. Demographic and Health Survey. Cairo  Egypt  Ministry of Health and Population [Egypt]  National Population Council  El-Zanaty and Asociates  and ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2005,2.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,2.0,2.9,6147.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 2005. Demographic and Health Surveys. Caire  Egypt  Ministry of Health and Population  National Population Council  El-Zanaty and Associates  and ORC Macro  2006,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2008,3.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,3.1,4.3,4698.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 2008. Demographic and Health Surveys. Cairo  Egypt  Ministry of Health  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,2014,4.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,4.1,5.4,6771.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 2014. Demographic and Health Surveys. Cairo  Egypt and Rockville  Maryland  USA  Ministry of Health and Population and ICF International  2015.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,1991,2.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,2.1,3.9,1811.0,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egyptian maternal and child health survey (EMCHS). PAPCHILD Surveys. Agency for Public Mobilisation and Statistics. Cairo  Arab Republic of Egypt  1992,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,1992,2.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.6,2.5,3794.2,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 1992. Demographic and Health Surveys. Cairo  Egypt  1993,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,1995,2.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,2.2,3.2,5163.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 1995. Demographic and Health Surveys. National Population Council. Cairo  Egypt  1996,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2003,1.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.3,2.4,3044.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,2003 Egypt interim demographic and health survey. Demographic and Health Survey. Cairo  Egypt  Ministry of Health and Population [Egypt]  National Population Council  El-Zanaty and Asociates  and ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2005,2.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,2.1,3.0,6300.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 2005. Demographic and Health Surveys. Caire  Egypt  Ministry of Health and Population  National Population Council  El-Zanaty and Associates  and ORC Macro  2006,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2008,3.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,3.3,4.7,4770.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 2008. Demographic and Health Surveys. Cairo  Egypt  Ministry of Health  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),M: Male,2014,4.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,4.2,5.5,7316.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 2014. Demographic and Health Surveys. Cairo  Egypt and Rockville  Maryland  USA  Ministry of Health and Population and ICF International  2015.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,1988,0.6,0: Units,PCNT: %,AD: Adjusted,F: Free,,,2077.0,Age-adjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 1988. Demographic and Health Surveys. Egypt National Population Council. Cairo  Egypt  1989,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,1991,2.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.7,3.0,3517.0,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egyptian maternal and child health survey (EMCHS). PAPCHILD Surveys. Agency for Public Mobilisation and Statistics. Cairo  Arab Republic of Egypt  1992,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,1992,1.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.5,2.2,7385.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 1992. Demographic and Health Surveys. Cairo  Egypt  1993,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,1995,2.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,2.0,2.6,9954.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 1995. Demographic and Health Surveys. National Population Council. Cairo  Egypt  1996,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2003,1.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.4,2.3,5853.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,2003 Egypt interim demographic and health survey. Demographic and Health Survey. Cairo  Egypt  Ministry of Health and Population [Egypt]  National Population Council  El-Zanaty and Asociates  and ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2005,2.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,2.2,2.8,12448.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 2005. Demographic and Health Surveys. Caire  Egypt  Ministry of Health and Population  National Population Council  El-Zanaty and Associates  and ORC Macro  2006,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2008,3.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,3.3,4.3,9469.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 2008. Demographic and Health Surveys. Cairo  Egypt  Ministry of Health  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,EGY: Egypt,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),_T: Total,2014,4.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,4.3,5.3,14088.2,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Egypt demographic and health survey 2014. Demographic and Health Surveys. Cairo  Egypt and Rockville  Maryland  USA  Ministry of Health and Population and ICF International  2015.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLV: El Salvador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,1988,0.4,0: Units,PCNT: %,ER: External Reanalysis,F: Free,,,1003.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Evaluacion de la situacion alimentaria nutricional en El Salvador (ESANES-88). Ministerio de Salud Publica y Asistencia Social. San Salvador  El Salvador  1990,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLV: El Salvador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,1993,0.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.1,1.1,3782.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,National family health survey 1993 (FESAL-93). San Salvador  Government of El Salvador  1994,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLV: El Salvador,NT_ANT_WHZ_NE3: Weight-for-height <-3 SD (severe wasting),F: Female,1998,0.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.1,0.6,6661.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,National family health survey 1998  final report (FESAL-98). San Salvador  Republica de San Salvador  C.A.  2000,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2014,Y0T4: Under 5 years old
