DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,1991,12.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,9.5,15.0,1186.5,Age calculated using alternate methods,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête démographique et de santé Cameroun  1991. Demographic and Health Surveys. Yaoundé  République du Cameroun  1992,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2004,15.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,13.8,18.2,1888.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête démographique et de santé du Cameroun 2004. Demographic and Health Surveys. Calverton  Maryland  USA  INS et ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2006,15.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,13.9,17.7,2939.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Cameroun  Suivi de la situation des enfants et des femmes. Enquête par grappee à indicateurs multiples 2006. Rapport principal. Yaoundé  Cameroun  Institut National de la Statistique et UNICEF  2008,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2011,12.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,11.0,13.8,3034.1,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête démographique et de santé et à indicateurs multiples du Cameroun 2011. Demographic and Health Surveys and MICS. Calverton  Maryland  USA   INS et ICF International  2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2014,11.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,10.2,13.3,3257.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête par grappes à indicateurs multiples (MICS5)  2014  Rapport Final. Yaoundé  Cameroun  Institut National de la Statistique,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2018,12.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,10.8,14.2,2591.1,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête Démographique et de Santé du Cameroun 2018. Yaoundé  Cameroun et Rockville  Maryland  USA   INS et ICF. 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,1991,13.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,10.8,16.6,1219.2,Age calculated using alternate methods,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête démographique et de santé Cameroun  1991. Demographic and Health Surveys. Yaoundé  République du Cameroun  1992,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2004,17.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,15.7,19.5,1883.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête démographique et de santé du Cameroun 2004. Demographic and Health Surveys. Calverton  Maryland  USA  INS et ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2006,19.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,17.6,21.8,2983.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Cameroun  Suivi de la situation des enfants et des femmes. Enquête par grappee à indicateurs multiples 2006. Rapport principal. Yaoundé  Cameroun  Institut National de la Statistique et UNICEF  2008,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2011,16.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,15.1,18.5,2887.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête démographique et de santé et à indicateurs multiples du Cameroun 2011. Demographic and Health Surveys and MICS. Calverton  Maryland  USA   INS et ICF International  2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2014,14.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,12.4,15.8,3464.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête par grappes à indicateurs multiples (MICS5)  2014  Rapport Final. Yaoundé  Cameroun  Institut National de la Statistique,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2018,14.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,12.8,16.5,2703.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête Démographique et de Santé du Cameroun 2018. Yaoundé  Cameroun et Rockville  Maryland  USA   INS et ICF. 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,1991,12.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,11.0,14.7,2405.7,Age calculated using alternate methods,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête démographique et de santé Cameroun  1991. Demographic and Health Surveys. Yaoundé  République du Cameroun  1992,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2004,16.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,15.2,18.3,3771.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête démographique et de santé du Cameroun 2004. Demographic and Health Surveys. Calverton  Maryland  USA  INS et ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2006,17.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,16.1,19.3,5923.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Cameroun  Suivi de la situation des enfants et des femmes. Enquête par grappee à indicateurs multiples 2006. Rapport principal. Yaoundé  Cameroun  Institut National de la Statistique et UNICEF  2008,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2011,14.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,13.4,15.6,5921.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête démographique et de santé et à indicateurs multiples du Cameroun 2011. Demographic and Health Surveys and MICS. Calverton  Maryland  USA   INS et ICF International  2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2014,12.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,11.6,14.2,6722.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête par grappes à indicateurs multiples (MICS5)  2014  Rapport Final. Yaoundé  Cameroun  Institut National de la Statistique,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2018,13.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,12.2,14.9,5294.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête Démographique et de Santé du Cameroun 2018. Yaoundé  Cameroun et Rockville  Maryland  USA   INS et ICF. 2020,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2000,21.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,20.0,23.6,5646.9,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête à indicateurs mutliples - MICS 2000. Rapport Final. Bangui  République Centrafricaine  BBA editions  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2006,22.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,20.3,24.7,3685.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Suivi de la situation des enfants et des femmes. MICS-3 Résultats de l'enquête nationale à indicateurs multiples couplée avec la sérologie VIH et enémie en RCA 2006. Bangui  Republique Centrafricaine  ICASEES  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2010,16.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,14.6,17.7,5113.4,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Suivi de la situation des enfants  des femmes et des hommes. Enquête par grappes à indicateurs multiples - MICS couplée avec la sérologie VIH  RCA  2010  Rapport final. Bangui  RCA  ICASEES  2012.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2012,14.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,13.7,16.2,7605.5,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale Sur La Situation Nutritionnele et la Mortalite en Republique Centrafricaine  Rapport Finale Du 30 Mai au 15 Juillet 2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2014,12.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,11.6,13.7,6302.4,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine  2014,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2018,12.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,11.7,13.4,7554.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine  2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2019-03-14,18.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,16.8,20.0,4406.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,MICS6-RCA Enquête par grappes à indicateurs multiples 2018-2019  Rapport final.	Bangui  République Centrafricaine   ICASEES,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),F: Female,2019-11-07,15.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,14.1,17.0,5901.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected excluding Haute Kotto,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine  2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2000,26.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,24.4,27.9,5727.4,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête à indicateurs mutliples - MICS 2000. Rapport Final. Bangui  République Centrafricaine  BBA editions  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2006,27.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,25.3,30.0,3828.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Suivi de la situation des enfants et des femmes. MICS-3 Résultats de l'enquête nationale à indicateurs multiples couplée avec la sérologie VIH et enémie en RCA 2006. Bangui  Republique Centrafricaine  ICASEES  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2010,20.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,18.8,22.2,5080.6,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Suivi de la situation des enfants  des femmes et des hommes. Enquête par grappes à indicateurs multiples - MICS couplée avec la sérologie VIH  RCA  2010  Rapport final. Bangui  RCA  ICASEES  2012.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2012,19.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,18.0,20.7,7666.4,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale Sur La Situation Nutritionnele et la Mortalite en Republique Centrafricaine  Rapport Finale Du 30 Mai au 15 Juillet 2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2014,17.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,16.2,18.8,6732.3,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine  2014,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2018,16.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,15.9,17.9,7884.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine  2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2019-03-14,21.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,20.1,23.6,4191.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,MICS6-RCA Enquête par grappes à indicateurs multiples 2018-2019  Rapport final.	Bangui  République Centrafricaine   ICASEES,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),M: Male,2019-11-07,18.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,17.1,20.3,6184.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected excluding Haute Kotto,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine  2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2000,23.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,22.7,25.3,11374.4,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquête à indicateurs mutliples - MICS 2000. Rapport Final. Bangui  République Centrafricaine  BBA editions  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2006,25.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,23.4,26.8,7514.2,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Suivi de la situation des enfants et des femmes. MICS-3 Résultats de l'enquête nationale à indicateurs multiples couplée avec la sérologie VIH et enémie en RCA 2006. Bangui  Republique Centrafricaine  ICASEES  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2010,18.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,17.0,19.6,10194.0,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Suivi de la situation des enfants  des femmes et des hommes. Enquête par grappes à indicateurs multiples - MICS couplée avec la sérologie VIH  RCA  2010  Rapport final. Bangui  RCA  ICASEES  2012.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2012,17.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,16.0,18.2,15272.0,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale Sur La Situation Nutritionnele et la Mortalite en Republique Centrafricaine  Rapport Finale Du 30 Mai au 15 Juillet 2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2014,15.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,14.3,16.1,13034.7,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine  2014,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_ANT_HAZ_NE3: Height-for-age <-3 SD (Severe Stunting),_T: Total,2018,14.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,14.0,15.4,15438.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine  2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,Y0T4: Under 5 years old
