DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2016,0.7,0: Units,PCNT: %,RP: Reported,F: Free,0.0,4.6,,Reduced age range Age interval 36-59 months  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,German Health Interview and Examination Survey for Children and Adolescents KiGGS Wave 2  2014-2017,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2004-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2004,1.0,0: Units,PCNT: %,ER: External Reanalysis,F: Free,,,4667.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,German Health Interview and Examination Survey for Children and Adolescents (KiGGS)  Baseline Study  2003-2006,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2004-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DEU: Germany,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2016,0.3,0: Units,PCNT: %,RP: Reported,F: Free,0.0,2.4,,Reduced age range Age interval 36-59 months  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,German Health Interview and Examination Survey for Children and Adolescents KiGGS Wave 2  2014-2017,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2004-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,1997,7.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.3,8.4,697982.3,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana Core Welfare Indicators Questionnaire Survey 1997  First round,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,1998,8.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.3,10.3,1390.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 1998. Demographic and Health Surveys. Calverton  Maryland  GSS and MI  1999,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2003,8.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.9,9.9,1623.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 2003. Demographic and Health Surveys. Calverton  Maryland  GSS  NMIMR  and ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2006,5.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,4.1,6.7,1616.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Monitoring the situation of children  women and men. Ghana Multiple indicator cluster survey 2006.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2008,7.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.5,9.6,1263.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 2008. Demographic and Health Surveys. Accra  Ghana  GSS  GHS  and ICF Macro  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2011,5.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,4.2,6.4,3714.3,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana multiple indicator cluster survey (MICS) with an enhanced malaria module and biomarker 2011  Final report. Accra  Ghana  2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2014,5.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,3.6,7.4,1384.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana Demographic and Health Survey 2014. Rockville  Maryland  USA  GSS  GHS  and ICF International. ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2017,5.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,5.0,7.0,4467.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Multiple Indicator Cluster Survey (MICS2017/18)  Survey Findings Report. Accra  Ghana  GSS,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,1997,9.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.8,10.5,697787.4,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana Core Welfare Indicators Questionnaire Survey 1997  First round,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,1998,11.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,9.5,12.9,1332.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 1998. Demographic and Health Surveys. Calverton  Maryland  GSS and MI  1999,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2003,8.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.1,10.0,1615.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 2003. Demographic and Health Surveys. Calverton  Maryland  GSS  NMIMR  and ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2006,6.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,5.3,8.2,1731.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Monitoring the situation of children  women and men. Ghana Multiple indicator cluster survey 2006.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2008,9.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.8,11.4,1315.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 2008. Demographic and Health Surveys. Accra  Ghana  GSS  GHS  and ICF Macro  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2011,7.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.2,8.5,3664.9,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana multiple indicator cluster survey (MICS) with an enhanced malaria module and biomarker 2011  Final report. Accra  Ghana  2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2014,4.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,3.2,5.6,1517.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana Demographic and Health Survey 2014. Rockville  Maryland  USA  GSS  GHS  and ICF International. ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2017,7.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.5,9.2,4307.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Multiple Indicator Cluster Survey (MICS2017/18)  Survey Findings Report. Accra  Ghana  GSS,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,1988,7.0,0: Units,PCNT: %,AD: Adjusted,F: Free,,,1934.0,Age-adjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 1988. Demographic and Health Surveys. Ghana Statistical Service. Accra  Ghana  1989,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,1993,10.9,0: Units,PCNT: %,AD: Adjusted,F: Free,,,1970.0,Age-adjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 1993. Demographic and Health Surveys. Calverton  Maryland  GSS and MI  1994,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,1997,8.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.3,9.2,1395769.8,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana Core Welfare Indicators Questionnaire Survey 1997  First round,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,1998,9.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.8,11.1,2722.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 1998. Demographic and Health Surveys. Calverton  Maryland  GSS and MI  1999,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2003,8.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.4,9.5,3239.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 2003. Demographic and Health Surveys. Calverton  Maryland  GSS  NMIMR  and ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2006,6.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,5.0,7.0,3348.1,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Monitoring the situation of children  women and men. Ghana Multiple indicator cluster survey 2006.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2008,8.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.7,9.8,2579.1,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana demographic and health survey 2008. Demographic and Health Surveys. Accra  Ghana  GSS  GHS  and ICF Macro  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2011,6.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,5.5,7.0,7379.2,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana multiple indicator cluster survey (MICS) with an enhanced malaria module and biomarker 2011  Final report. Accra  Ghana  2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2014,4.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,3.6,6.1,2901.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Ghana Demographic and Health Survey 2014. Rockville  Maryland  USA  GSS  GHS  and ICF International. ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GHA: Ghana,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2017,6.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.1,7.6,8775.2,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Multiple Indicator Cluster Survey (MICS2017/18)  Survey Findings Report. Accra  Ghana  GSS,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2003,0.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.1,1.0,1084.0,Reduced age range Age interval 12-59 months  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Greece 2003-2004 Growth  Exercise and Nutrition Epidemiological Study In preSchoolers (The GENESIS) Study,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2003,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2003,0.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.4,1.5,1155.0,Reduced age range Age interval 12-59 months  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Greece 2003-2004 Growth  Exercise and Nutrition Epidemiological Study In preSchoolers (The GENESIS) Study,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2003,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GRC: Greece,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),_T: Total,2003,0.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.3,1.0,2239.0,Reduced age range Age interval 12-59 months  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Greece 2003-2004 Growth  Exercise and Nutrition Epidemiological Study In preSchoolers (The GENESIS) Study,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2003,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,1995,3.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,2.4,3.7,3881.2,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de salud materno infantil 1995. Demographic and Health Surveys. Ciudad de Guatemala  Guatemala  1996,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,1999,2.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.5,3.4,1772.9,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de salud materno infantil 1998-1999. Demographic and Health Surveys. Ciudad de Guatemala  Guatemala  1999,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2000,2.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,2.2,3.9,783335.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Guatemala Living Standards Measurement Survey 2000. Washington DC  United States  World Bank.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2002,1.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.2,2.3,2770.5,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Guatemala encuesta nacional de salud materno infantil 2002. Ciudad de Guatemala  Republica de Guatemala  Oscar de Leon Palacios  2003,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2009,1.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.6,1.7,5455.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de salud materno infantil 2008 (ENSMI-2008/09). Ciudad de Guatemala  Guatemala  Ministerio de Salud Pública  MSPAS  INE y CDC  2010,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),F: Female,2015,0.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.3,0.7,6079.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala  Guatemala  2015.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,1995,4.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,3.8,5.4,3995.7,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de salud materno infantil 1995. Demographic and Health Surveys. Ciudad de Guatemala  Guatemala  1996,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,1999,3.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,2.2,5.6,1861.3,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de salud materno infantil 1998-1999. Demographic and Health Surveys. Ciudad de Guatemala  Guatemala  1999,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2000,4.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,3.5,5.6,834711.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Guatemala Living Standards Measurement Survey 2000. Washington DC  United States  World Bank.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2002,2.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,1.6,3.0,2826.2,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Guatemala encuesta nacional de salud materno infantil 2002. Ciudad de Guatemala  Republica de Guatemala  Oscar de Leon Palacios  2003,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GTM: Guatemala,NT_ANT_WHZ_NE2: Weight-for-height <-2 SD (wasting),M: Male,2009,1.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,0.8,1.3,5471.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de salud materno infantil 2008 (ENSMI-2008/09). Ciudad de Guatemala  Guatemala  Ministerio de Salud Pública  MSPAS  INE y CDC  2010,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2015,Y0T4: Under 5 years old
