DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1987,3.5,0: Units,PCNT: %,AD: Adjusted,F: Free,,,3273.0,Converted estimate,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Report on the national nutrition survey. Bhutan  December 1989.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2010,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1999,3.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,3.0,5.1,2992.0,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,National anthropometric survey of under five children in Bhutan. Division of Health Services. Thimpu  Bhutan  1999 ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2010,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2008,5.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,4.2,6.9,2133.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,National Nutrition  Infant & Young Child Feeding Survey 2008. Thimphu  Bhutan  Ministry of Health and UN.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2010,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2010,7.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.5,8.8,5862.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Bhutan multiple indicator cluster survey (BMIS) 2010. Thimphu  Bhutan  NSB  May 2011,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2010,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,1998,9.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.7,11.3,2874.1,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografia y salud 1998. Demographic and Health Surveys. La Paz  Bolivia  1998,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2003,9.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.1,10.6,4797.1,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografia y salud (ENDSA) 2003. Demographic and Health Surveys. La Paz  Bolivia  Instituto Nacional de Estadistica  Ministerio de Salud y Deportes  Programa Measure DHS+/ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2008,8.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.1,9.3,4174.2,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografía y salud ENDSA 2008. Demographic and Health Surveys. La Paz  Bolivia  MSD  PRS  INE y Macro International  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2012,6.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,5.9,8.0,355439.2,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta de Evaluación de Salud y Nutrición 2012  Informe de Resultados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2016,9.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.9,10.8,2610.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Bolivia Encuesta de Demografia y Salud - EDSA 2016  Indicadores Priorizados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,1998,11.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,10.0,13.1,2961.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografia y salud 1998. Demographic and Health Surveys. La Paz  Bolivia  1998,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2003,9.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.2,10.2,5057.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografia y salud (ENDSA) 2003. Demographic and Health Surveys. La Paz  Bolivia  Instituto Nacional de Estadistica  Ministerio de Salud y Deportes  Programa Measure DHS+/ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2008,9.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.1,10.4,4279.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografía y salud ENDSA 2008. Demographic and Health Surveys. La Paz  Bolivia  MSD  PRS  INE y Macro International  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2012,7.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.8,9.2,353972.9,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta de Evaluación de Salud y Nutrición 2012  Informe de Resultados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2016,11.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,9.6,12.7,2620.8,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Bolivia Encuesta de Demografia y Salud - EDSA 2016  Indicadores Priorizados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1989,7.4,0: Units,PCNT: %,AD: Adjusted,F: Free,,,2563.0,Age-adjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografia y salud 1989. Demographic and Health Surveys. La Paz  Bolivia  1990 ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1994,6.7,0: Units,PCNT: %,AD: Adjusted,F: Free,,,2730.0,Age-adjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografia y salud 1994. Demographic and Health Surveys. La Paz  Bolivia  1994,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,1998,10.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,9.7,11.8,5835.3,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografia y salud 1998. Demographic and Health Surveys. La Paz  Bolivia  1998,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2003,9.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.4,10.1,9854.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografia y salud (ENDSA) 2003. Demographic and Health Surveys. La Paz  Bolivia  Instituto Nacional de Estadistica  Ministerio de Salud y Deportes  Programa Measure DHS+/ORC Macro  2004,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2008,8.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.9,9.5,8453.7,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta nacional de demografía y salud ENDSA 2008. Demographic and Health Surveys. La Paz  Bolivia  MSD  PRS  INE y Macro International  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2012,7.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.6,8.3,709412.1,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Encuesta de Evaluación de Salud y Nutrición 2012  Informe de Resultados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2016,10.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,9.1,11.3,5231.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Bolivia Encuesta de Demografia y Salud - EDSA 2016  Indicadores Priorizados,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2016,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2000,15.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,13.7,18.4,1245.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Household survey of women and children  Bosnia and Herzegovina 2000 (B&H MICS 2000)  Draft final report  May 29  2002. Sarajevo  Bosnia and Herzegovina  UNICEF  2002,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2012,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2006,24.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,20.7,27.5,1522.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Bosnia and Herzegovina multiple indicator cluster survey 2006. Sarajevo  Bosnia and Herzegovina  UNICEF  2007,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2012,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2012,18.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,14.7,21.7,1061.1,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Institute for Public Health [Federation of Bosnia and Herzegovina]. Bosnia and Herzegovina multiple indicator cluster survey (MICS) 2011-2012. Final report. Sarajevo  Federation of Bosnia and Herzegovina  UNICEF  2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2012,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2000,16.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,14.6,19.0,1308.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Household survey of women and children  Bosnia and Herzegovina 2000 (B&H MICS 2000)  Draft final report  May 29  2002. Sarajevo  Bosnia and Herzegovina  UNICEF  2002,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2012,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2006,27.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,24.1,30.8,1536.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Bosnia and Herzegovina multiple indicator cluster survey 2006. Sarajevo  Bosnia and Herzegovina  UNICEF  2007,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2012,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2012,16.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,13.6,20.4,1017.4,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Institute for Public Health [Federation of Bosnia and Herzegovina]. Bosnia and Herzegovina multiple indicator cluster survey (MICS) 2011-2012. Final report. Sarajevo  Federation of Bosnia and Herzegovina  UNICEF  2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2012,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2000,16.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,14.6,18.2,2553.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Household survey of women and children  Bosnia and Herzegovina 2000 (B&H MICS 2000)  Draft final report  May 29  2002. Sarajevo  Bosnia and Herzegovina  UNICEF  2002,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2012,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2006,25.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,23.2,28.3,3058.9,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Bosnia and Herzegovina multiple indicator cluster survey 2006. Sarajevo  Bosnia and Herzegovina  UNICEF  2007,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2012,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2012,17.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,15.0,20.0,2078.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Institute for Public Health [Federation of Bosnia and Herzegovina]. Bosnia and Herzegovina multiple indicator cluster survey (MICS) 2011-2012. Final report. Sarajevo  Federation of Bosnia and Herzegovina  UNICEF  2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2012,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2000,10.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.6,11.9,86155.5,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Multiple indicator survey (MIS) 2000. Full report. Gaborone  Botswana  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2007,10.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.6,12.3,1293.1,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,2007 Botswana family health survey IV report. Gaborone  Botswana  CSO  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2000,10.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.6,11.8,85712.2,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Multiple indicator survey (MIS) 2000. Full report. Gaborone  Botswana  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2007,9.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,7.7,12.0,1291.2,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,2007 Botswana family health survey IV report. Gaborone  Botswana  CSO  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2000,10.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,9.0,11.3,171867.7,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Multiple indicator survey (MIS) 2000. Full report. Gaborone  Botswana  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),_T: Total,2007,10.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,8.6,11.4,2584.2,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,2007 Botswana family health survey IV report. Gaborone  Botswana  CSO  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,1989,6.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,5.8,8.2,7944990.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020, Brazil National Survey on Health and Nutrition 1989. Ann Arbor  United States  Inter-University Consortium for Political and Social Research (ICPSR).,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,1996,5.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,4.3,6.6,1914.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Pesquisa nacional sobre demografia e saude 1996. Demographic and Health Surveys. Rio de Janeiro  Brasil  Litografia Tucano Ltda.  1997,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,2007,6.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,5.4,8.7,5916212.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Pesquisa nacional de demografia e saúde da criança e da mulher - PNDS 2006. Relatório da pesquisa. Sao Paulo  CEBRAP  2008 ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,1989,7.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,6.6,9.4,8143464.0,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020, Brazil National Survey on Health and Nutrition 1989. Ann Arbor  United States  Inter-University Consortium for Political and Social Research (ICPSR).,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,1996,6.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,5.7,8.2,1939.6,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Pesquisa nacional sobre demografia e saude 1996. Demographic and Health Surveys. Rio de Janeiro  Brasil  Litografia Tucano Ltda.  1997,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2007,Y0T4: Under 5 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),M: Male,2007,6.0,0: Units,PCNT: %,RA: Reanalysed,F: Free,4.8,7.6,6458321.5,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Pesquisa nacional de demografia e saúde da criança e da mulher - PNDS 2006. Relatório da pesquisa. Sao Paulo  CEBRAP  2008 ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2007,Y0T4: Under 5 years old
